type,start_lineno,end_lineno,filepath
If,201,202,apps/glance/glance/common/client.py
If,224,276,apps/glance/glance/common/client.py
If,296,301,apps/glance/glance/common/client.py
If,320,323,apps/glance/glance/common/client.py
If,333,334,apps/glance/glance/common/client.py
If,339,340,apps/glance/glance/common/client.py
If,355,356,apps/glance/glance/common/client.py
If,373,376,apps/glance/glance/common/client.py
If,378,388,apps/glance/glance/common/client.py
If,418,421,apps/glance/glance/common/client.py
Try,423,509,apps/glance/glance/common/client.py
If,519,522,apps/glance/glance/common/client.py
Try,535,539,apps/glance/glance/common/client.py
For,541,543,apps/glance/glance/common/client.py
Try,77,82,apps/glance/glance/common/client.py
IfExp,210,211,apps/glance/glance/common/client.py
If,225,226,apps/glance/glance/common/client.py
If,227,228,apps/glance/glance/common/client.py
If,229,230,apps/glance/glance/common/client.py
If,233,239,apps/glance/glance/common/client.py
If,241,247,apps/glance/glance/common/client.py
If,249,253,apps/glance/glance/common/client.py
If,256,260,apps/glance/glance/common/client.py
If,263,267,apps/glance/glance/common/client.py
If,269,273,apps/glance/glance/common/client.py
If,297,301,apps/glance/glance/common/client.py
IfExp,372,372,apps/glance/glance/common/client.py
For,379,385,apps/glance/glance/common/client.py
If,428,429,apps/glance/glance/common/client.py
If,453,469,apps/glance/glance/common/client.py
If,481,506,apps/glance/glance/common/client.py
If,542,543,apps/glance/glance/common/client.py
For,270,273,apps/glance/glance/common/client.py
If,380,382,apps/glance/glance/common/client.py
If,383,384,apps/glance/glance/common/client.py
For,445,446,apps/glance/glance/common/client.py
If,456,469,apps/glance/glance/common/client.py
If,483,506,apps/glance/glance/common/client.py
If,80,81,apps/glance/glance/common/client.py
If,271,273,apps/glance/glance/common/client.py
For,461,463,apps/glance/glance/common/client.py
If,485,506,apps/glance/glance/common/client.py
If,462,463,apps/glance/glance/common/client.py
If,487,506,apps/glance/glance/common/client.py
If,489,506,apps/glance/glance/common/client.py
If,491,506,apps/glance/glance/common/client.py
If,493,506,apps/glance/glance/common/client.py
If,495,506,apps/glance/glance/common/client.py
If,497,506,apps/glance/glance/common/client.py
If,500,506,apps/glance/glance/common/client.py
If,502,506,apps/glance/glance/common/client.py
If,307,313,apps/glance/glance/common/auth.py
If,333,338,apps/glance/glance/common/auth.py
For,88,91,apps/glance/glance/common/auth.py
If,92,94,apps/glance/glance/common/auth.py
If,96,98,apps/glance/glance/common/auth.py
If,101,103,apps/glance/glance/common/auth.py
For,139,158,apps/glance/glance/common/auth.py
If,169,170,apps/glance/glance/common/auth.py
If,184,200,apps/glance/glance/common/auth.py
If,233,246,apps/glance/glance/common/auth.py
If,268,285,apps/glance/glance/common/auth.py
If,309,313,apps/glance/glance/common/auth.py
If,335,338,apps/glance/glance/common/auth.py
If,90,91,apps/glance/glance/common/auth.py
If,97,98,apps/glance/glance/common/auth.py
If,102,103,apps/glance/glance/common/auth.py
If,122,123,apps/glance/glance/common/auth.py
If,129,135,apps/glance/glance/common/auth.py
Try,140,155,apps/glance/glance/common/auth.py
For,175,181,apps/glance/glance/common/auth.py
Try,185,190,apps/glance/glance/common/auth.py
If,191,200,apps/glance/glance/common/auth.py
If,236,239,apps/glance/glance/common/auth.py
If,241,246,apps/glance/glance/common/auth.py
If,271,274,apps/glance/glance/common/auth.py
If,276,285,apps/glance/glance/common/auth.py
If,132,135,apps/glance/glance/common/auth.py
Try,178,181,apps/glance/glance/common/auth.py
If,186,187,apps/glance/glance/common/auth.py
If,193,200,apps/glance/glance/common/auth.py
If,243,246,apps/glance/glance/common/auth.py
If,278,285,apps/glance/glance/common/auth.py
If,149,150,apps/glance/glance/common/auth.py
If,195,200,apps/glance/glance/common/auth.py
If,245,246,apps/glance/glance/common/auth.py
If,280,285,apps/glance/glance/common/auth.py
If,197,200,apps/glance/glance/common/auth.py
If,282,285,apps/glance/glance/common/auth.py
If,32,33,apps/glance/glance/common/timeutils.py
IfExp,37,37,apps/glance/glance/common/timeutils.py
IfExp,39,39,apps/glance/glance/common/timeutils.py
IfExp,34,36,apps/glance/glance/common/timeutils.py
If,64,65,apps/glance/glance/common/trust_auth.py
Try,66,72,apps/glance/glance/common/trust_auth.py
Try,77,87,apps/glance/glance/common/trust_auth.py
If,78,81,apps/glance/glance/common/trust_auth.py
Try,38,43,apps/glance/glance/common/wsgi_app.py
If,56,57,apps/glance/glance/common/wsgi_app.py
For,60,67,apps/glance/glance/common/wsgi_app.py
If,74,79,apps/glance/glance/common/wsgi_app.py
For,86,89,apps/glance/glance/common/wsgi_app.py
If,92,95,apps/glance/glance/common/wsgi_app.py
If,118,121,apps/glance/glance/common/wsgi_app.py
If,130,142,apps/glance/glance/common/wsgi_app.py
If,152,155,apps/glance/glance/common/wsgi_app.py
If,64,66,apps/glance/glance/common/wsgi_app.py
If,131,135,apps/glance/glance/common/wsgi_app.py
If,95,96,apps/glance/glance/common/swift_store_utils.py
If,102,105,apps/glance/glance/common/swift_store_utils.py
If,109,114,apps/glance/glance/common/swift_store_utils.py
Try,118,125,apps/glance/glance/common/swift_store_utils.py
For,128,137,apps/glance/glance/common/swift_store_utils.py
Try,130,137,apps/glance/glance/common/swift_store_utils.py
Try,42,46,apps/glance/glance/common/scripts/utils.py
If,59,80,apps/glance/glance/common/scripts/utils.py
If,90,96,apps/glance/glance/common/scripts/utils.py
If,104,125,apps/glance/glance/common/scripts/utils.py
If,138,149,apps/glance/glance/common/scripts/utils.py
If,60,62,apps/glance/glance/common/scripts/utils.py
If,63,65,apps/glance/glance/common/scripts/utils.py
If,66,80,apps/glance/glance/common/scripts/utils.py
If,107,125,apps/glance/glance/common/scripts/utils.py
If,193,194,apps/glance/glance/common/scripts/utils.py
If,196,198,apps/glance/glance/common/scripts/utils.py
If,200,204,apps/glance/glance/common/scripts/utils.py
Try,210,216,apps/glance/glance/common/scripts/utils.py
If,223,224,apps/glance/glance/common/scripts/utils.py
If,230,233,apps/glance/glance/common/scripts/utils.py
If,235,242,apps/glance/glance/common/scripts/utils.py
If,67,69,apps/glance/glance/common/scripts/utils.py
For,70,74,apps/glance/glance/common/scripts/utils.py
For,76,80,apps/glance/glance/common/scripts/utils.py
If,112,125,apps/glance/glance/common/scripts/utils.py
If,71,74,apps/glance/glance/common/scripts/utils.py
If,77,80,apps/glance/glance/common/scripts/utils.py
If,34,58,apps/glance/glance/common/scripts/__init__.py
If,38,58,apps/glance/glance/common/scripts/__init__.py
If,53,58,apps/glance/glance/common/scripts/__init__.py
If,47,51,apps/glance/glance/common/scripts/image_import/main.py
Try,53,74,apps/glance/glance/common/scripts/image_import/main.py
Try,91,115,apps/glance/glance/common/scripts/image_import/main.py
For,121,127,apps/glance/glance/common/scripts/image_import/main.py
Try,142,163,apps/glance/glance/common/scripts/image_import/main.py
If,98,106,apps/glance/glance/common/scripts/image_import/main.py
Try,122,127,apps/glance/glance/common/scripts/image_import/main.py
If,146,150,apps/glance/glance/common/scripts/image_import/main.py
If,162,163,apps/glance/glance/common/scripts/image_import/main.py
With,109,115,apps/glance/glance/common/scripts/image_import/main.py
With,153,160,apps/glance/glance/common/scripts/image_import/main.py
If,110,115,apps/glance/glance/common/scripts/image_import/main.py
For,111,115,apps/glance/glance/common/scripts/image_import/main.py
If,47,51,apps/glance/glance/common/scripts/api_image_import/main.py
Try,53,72,apps/glance/glance/common/scripts/api_image_import/main.py
Try,91,115,apps/glance/glance/common/scripts/api_image_import/main.py
Try,120,135,apps/glance/glance/common/scripts/api_image_import/main.py
If,98,106,apps/glance/glance/common/scripts/api_image_import/main.py
If,134,135,apps/glance/glance/common/scripts/api_image_import/main.py
With,109,115,apps/glance/glance/common/scripts/api_image_import/main.py
With,126,132,apps/glance/glance/common/scripts/api_image_import/main.py
If,110,115,apps/glance/glance/common/scripts/api_image_import/main.py
For,111,115,apps/glance/glance/common/scripts/api_image_import/main.py
If,55,56,apps/glance/glance/hacking/checks.py
If,65,66,apps/glance/glance/hacking/checks.py
If,77,79,apps/glance/glance/hacking/checks.py
If,96,98,apps/glance/glance/hacking/checks.py
If,106,108,apps/glance/glance/hacking/checks.py
If,115,116,apps/glance/glance/hacking/checks.py
If,128,129,apps/glance/glance/hacking/checks.py
If,97,98,apps/glance/glance/hacking/checks.py
If,113,114,apps/glance/tools/test_format_inspector.py
If,51,54,apps/glance/tools/test_format_inspector.py
If,58,61,apps/glance/tools/test_format_inspector.py
While,66,78,apps/glance/tools/test_format_inspector.py
If,80,84,apps/glance/tools/test_format_inspector.py
If,94,95,apps/glance/tools/test_format_inspector.py
If,97,103,apps/glance/tools/test_format_inspector.py
If,107,110,apps/glance/tools/test_format_inspector.py
If,70,71,apps/glance/tools/test_format_inspector.py
If,73,78,apps/glance/tools/test_format_inspector.py
If,99,103,apps/glance/tools/test_format_inspector.py
